resource_id,resource_type,action,risk_level,waste_score,recommendation,estimated_savings,monthly_cost,annual_cost,risk_score,risk_explanation,execution_steps,business_justification,technical_justification,expected_outcome
res-seasonal-003,seasonal,ignore,low,13.1,Safe To Remediate,0.0,213.88,2566.56,35,"Resource res-seasonal-003 has a predetermined risk score of 35 (low risk) due to: Auto Scaling Group membership, load balancer attachment, recent activity (8 days ago), identified resource owner. Although the waste score is 13.1 with low waste probability, infrastructure dependencies may affect remediation safety.",No action required | Continue monitoring | Re-evaluate on next assessment cycle,"Deferring remediation on this resource is expected to recover approximately $0.00 annually. Risk analysis indicates low operational risk (Safe To Remediate), with a waste score of 13.1.","The predetermined action 'ignore' follows the Planner rules engine based on resource type 'seasonal', risk level 'low', and waste score 13.1. Execution will follow the defined step sequence with verification gates.",No changes will be made; the resource remains under monitoring due to high operational risk or insufficient waste signal.
res-seasonal-004,seasonal,manual_review,medium,13.4,Manual Review Required,654.36,218.12,2617.44,50,"Resource res-seasonal-004 has a predetermined risk score of 50 (medium risk) due to: production environment, recent activity (20 days ago), identified resource owner. Although the waste score is 13.4 with low waste probability, infrastructure dependencies may affect remediation safety.",Flag resource for manual review | Notify stakeholders | Await approval decision,"Flagging this resource for manual review is expected to recover approximately $654.36 annually. Risk analysis indicates medium operational risk (Manual Review Required), with a waste score of 13.4.","The predetermined action 'manual_review' follows the Planner rules engine based on resource type 'seasonal', risk level 'medium', and waste score 13.4. Execution will follow the defined step sequence with verification gates.",Resource will be queued for stakeholder review before any infrastructure changes are executed.
res-seasonal-005,seasonal,ignore,low,13.2,Safe To Remediate,0.0,286.4,3436.8,30,"Resource res-seasonal-005 has a predetermined risk score of 30 (low risk) due to: business-critical designation, recent activity (9 days ago), identified resource owner. Although the waste score is 13.2 with low waste probability, infrastructure dependencies may affect remediation safety.",No action required | Continue monitoring | Re-evaluate on next assessment cycle,"Deferring remediation on this resource is expected to recover approximately $0.00 annually. Risk analysis indicates low operational risk (Safe To Remediate), with a waste score of 13.2.","The predetermined action 'ignore' follows the Planner rules engine based on resource type 'seasonal', risk level 'low', and waste score 13.2. Execution will follow the defined step sequence with verification gates.",No changes will be made; the resource remains under monitoring due to high operational risk or insufficient waste signal.
res-seasonal-006,seasonal,ignore,low,13.3,Safe To Remediate,0.0,171.26,2055.12,35,"Resource res-seasonal-006 has a predetermined risk score of 35 (low risk) due to: Auto Scaling Group membership, load balancer attachment, recent activity (19 days ago), identified resource owner. Although the waste score is 13.3 with low waste probability, infrastructure dependencies may affect remediation safety.",No action required | Continue monitoring | Re-evaluate on next assessment cycle,"Deferring remediation on this resource is expected to recover approximately $0.00 annually. Risk analysis indicates low operational risk (Safe To Remediate), with a waste score of 13.3.","The predetermined action 'ignore' follows the Planner rules engine based on resource type 'seasonal', risk level 'low', and waste score 13.3. Execution will follow the defined step sequence with verification gates.",No changes will be made; the resource remains under monitoring due to high operational risk or insufficient waste signal.
res-seasonal-007,seasonal,manual_review,medium,13.1,Manual Review Required,244.02,81.35,976.2,65,"Resource res-seasonal-007 has a predetermined risk score of 65 (medium risk) due to: business-critical designation, Auto Scaling Group membership, load balancer attachment, recent activity (9 days ago), identified resource owner. Although the waste score is 13.1 with low waste probability, infrastructure dependencies may affect remediation safety.",Flag resource for manual review | Notify stakeholders | Await approval decision,"Flagging this resource for manual review is expected to recover approximately $244.02 annually. Risk analysis indicates medium operational risk (Manual Review Required), with a waste score of 13.1.","The predetermined action 'manual_review' follows the Planner rules engine based on resource type 'seasonal', risk level 'medium', and waste score 13.1. Execution will follow the defined step sequence with verification gates.",Resource will be queued for stakeholder review before any infrastructure changes are executed.
res-seasonal-008,seasonal,manual_review,medium,12.9,Manual Review Required,307.32,102.45,1229.4,65,"Resource res-seasonal-008 has a predetermined risk score of 65 (medium risk) due to: production environment, load balancer attachment, recent activity (13 days ago), identified resource owner. Although the waste score is 12.9 with low waste probability, infrastructure dependencies may affect remediation safety.",Flag resource for manual review | Notify stakeholders | Await approval decision,"Flagging this resource for manual review is expected to recover approximately $307.32 annually. Risk analysis indicates medium operational risk (Manual Review Required), with a waste score of 12.9.","The predetermined action 'manual_review' follows the Planner rules engine based on resource type 'seasonal', risk level 'medium', and waste score 12.9. Execution will follow the defined step sequence with verification gates.",Resource will be queued for stakeholder review before any infrastructure changes are executed.
res-seasonal-009,seasonal,ignore,low,13.2,Safe To Remediate,0.0,341.3,4095.6,20,"Resource res-seasonal-009 has a predetermined risk score of 20 (low risk) due to: Auto Scaling Group membership, recent activity (8 days ago), identified resource owner. Although the waste score is 13.2 with low waste probability, infrastructure dependencies may affect remediation safety.",No action required | Continue monitoring | Re-evaluate on next assessment cycle,"Deferring remediation on this resource is expected to recover approximately $0.00 annually. Risk analysis indicates low operational risk (Safe To Remediate), with a waste score of 13.2.","The predetermined action 'ignore' follows the Planner rules engine based on resource type 'seasonal', risk level 'low', and waste score 13.2. Execution will follow the defined step sequence with verification gates.",No changes will be made; the resource remains under monitoring due to high operational risk or insufficient waste signal.
res-seasonal-010,seasonal,ignore,high,12.8,Do Not Remediate,0.0,324.2,3890.4,80,"Resource res-seasonal-010 has a predetermined risk score of 80 (high risk) due to: production environment, Auto Scaling Group membership, recent activity (12 days ago). Although the waste score is 12.8 with low waste probability, infrastructure dependencies may affect remediation safety.",No action required | Continue monitoring | Re-evaluate on next assessment cycle,"Deferring remediation on this resource is expected to recover approximately $0.00 annually. Risk analysis indicates high operational risk (Do Not Remediate), with a waste score of 12.8.","The predetermined action 'ignore' follows the Planner rules engine based on resource type 'seasonal', risk level 'high', and waste score 12.8. Execution will follow the defined step sequence with verification gates.",No changes will be made; the resource remains under monitoring due to high operational risk or insufficient waste signal.
res-seasonal-011,seasonal,manual_review,medium,13.4,Manual Review Required,962.1,320.71,3848.52,70,"Resource res-seasonal-011 has a predetermined risk score of 70 (medium risk) due to: production environment, Auto Scaling Group membership, recent activity (17 days ago), identified resource owner. Although the waste score is 13.4 with low waste probability, infrastructure dependencies may affect remediation safety.",Flag resource for manual review | Notify stakeholders | Await approval decision,"Flagging this resource for manual review is expected to recover approximately $962.10 annually. Risk analysis indicates medium operational risk (Manual Review Required), with a waste score of 13.4.","The predetermined action 'manual_review' follows the Planner rules engine based on resource type 'seasonal', risk level 'medium', and waste score 13.4. Execution will follow the defined step sequence with verification gates.",Resource will be queued for stakeholder review before any infrastructure changes are executed.
res-seasonal-012,seasonal,ignore,low,13.3,Safe To Remediate,0.0,290.04,3480.48,10,"Resource res-seasonal-012 has a predetermined risk score of 10 (low risk) due to: recent activity (15 days ago). Although the waste score is 13.3 with low waste probability, infrastructure dependencies may affect remediation safety.",No action required | Continue monitoring | Re-evaluate on next assessment cycle,"Deferring remediation on this resource is expected to recover approximately $0.00 annually. Risk analysis indicates low operational risk (Safe To Remediate), with a waste score of 13.3.","The predetermined action 'ignore' follows the Planner rules engine based on resource type 'seasonal', risk level 'low', and waste score 13.3. Execution will follow the defined step sequence with verification gates.",No changes will be made; the resource remains under monitoring due to high operational risk or insufficient waste signal.
res-seasonal-013,seasonal,ignore,low,13.6,Safe To Remediate,0.0,232.71,2792.52,20,"Resource res-seasonal-013 has a predetermined risk score of 20 (low risk) due to: Auto Scaling Group membership, recent activity (18 days ago), identified resource owner. Although the waste score is 13.6 with low waste probability, infrastructure dependencies may affect remediation safety.",No action required | Continue monitoring | Re-evaluate on next assessment cycle,"Deferring remediation on this resource is expected to recover approximately $0.00 annually. Risk analysis indicates low operational risk (Safe To Remediate), with a waste score of 13.6.","The predetermined action 'ignore' follows the Planner rules engine based on resource type 'seasonal', risk level 'low', and waste score 13.6. Execution will follow the defined step sequence with verification gates.",No changes will be made; the resource remains under monitoring due to high operational risk or insufficient waste signal.
res-seasonal-014,seasonal,manual_review,medium,13.4,Manual Review Required,811.32,270.44,3245.28,65,"Resource res-seasonal-014 has a predetermined risk score of 65 (medium risk) due to: business-critical designation, Auto Scaling Group membership, load balancer attachment, recent activity (17 days ago), identified resource owner. Although the waste score is 13.4 with low waste probability, infrastructure dependencies may affect remediation safety.",Flag resource for manual review | Notify stakeholders | Await approval decision,"Flagging this resource for manual review is expected to recover approximately $811.32 annually. Risk analysis indicates medium operational risk (Manual Review Required), with a waste score of 13.4.","The predetermined action 'manual_review' follows the Planner rules engine based on resource type 'seasonal', risk level 'medium', and waste score 13.4. Execution will follow the defined step sequence with verification gates.",Resource will be queued for stakeholder review before any infrastructure changes are executed.
res-seasonal-015,seasonal,ignore,high,13.2,Do Not Remediate,0.0,240.12,2881.44,80,"Resource res-seasonal-015 has a predetermined risk score of 80 (high risk) due to: production environment, business-critical designation, recent activity (15 days ago), identified resource owner. Although the waste score is 13.2 with low waste probability, infrastructure dependencies may affect remediation safety.",No action required | Continue monitoring | Re-evaluate on next assessment cycle,"Deferring remediation on this resource is expected to recover approximately $0.00 annually. Risk analysis indicates high operational risk (Do Not Remediate), with a waste score of 13.2.","The predetermined action 'ignore' follows the Planner rules engine based on resource type 'seasonal', risk level 'high', and waste score 13.2. Execution will follow the defined step sequence with verification gates.",No changes will be made; the resource remains under monitoring due to high operational risk or insufficient waste signal.
res-seasonal-016,seasonal,ignore,high,13.1,Do Not Remediate,0.0,90.57,1086.84,100,"Resource res-seasonal-016 has a predetermined risk score of 100 (high risk) due to: production environment, business-critical designation, load balancer attachment, recent activity (4 days ago). Although the waste score is 13.1 with low waste probability, infrastructure dependencies may affect remediation safety.",No action required | Continue monitoring | Re-evaluate on next assessment cycle,"Deferring remediation on this resource is expected to recover approximately $0.00 annually. Risk analysis indicates high operational risk (Do Not Remediate), with a waste score of 13.1.","The predetermined action 'ignore' follows the Planner rules engine based on resource type 'seasonal', risk level 'high', and waste score 13.1. Execution will follow the defined step sequence with verification gates.",No changes will be made; the resource remains under monitoring due to high operational risk or insufficient waste signal.
res-seasonal-017,seasonal,ignore,high,13.8,Do Not Remediate,0.0,114.45,1373.4,80,"Resource res-seasonal-017 has a predetermined risk score of 80 (high risk) due to: production environment, business-critical designation, recent activity (19 days ago), identified resource owner. Although the waste score is 13.8 with low waste probability, infrastructure dependencies may affect remediation safety.",No action required | Continue monitoring | Re-evaluate on next assessment cycle,"Deferring remediation on this resource is expected to recover approximately $0.00 annually. Risk analysis indicates high operational risk (Do Not Remediate), with a waste score of 13.8.","The predetermined action 'ignore' follows the Planner rules engine based on resource type 'seasonal', risk level 'high', and waste score 13.8. Execution will follow the defined step sequence with verification gates.",No changes will be made; the resource remains under monitoring due to high operational risk or insufficient waste signal.
res-seasonal-018,seasonal,manual_review,medium,14.0,Manual Review Required,815.76,271.92,3263.04,50,"Resource res-seasonal-018 has a predetermined risk score of 50 (medium risk) due to: business-critical designation, Auto Scaling Group membership, recent activity (13 days ago), identified resource owner. Although the waste score is 14.0 with low waste probability, infrastructure dependencies may affect remediation safety.",Flag resource for manual review | Notify stakeholders | Await approval decision,"Flagging this resource for manual review is expected to recover approximately $815.76 annually. Risk analysis indicates medium operational risk (Manual Review Required), with a waste score of 14.0.","The predetermined action 'manual_review' follows the Planner rules engine based on resource type 'seasonal', risk level 'medium', and waste score 14.0. Execution will follow the defined step sequence with verification gates.",Resource will be queued for stakeholder review before any infrastructure changes are executed.
res-seasonal-019,seasonal,ignore,low,13.4,Safe To Remediate,0.0,178.71,2144.52,10,"Resource res-seasonal-019 has a predetermined risk score of 10 (low risk) due to: recent activity (14 days ago). Although the waste score is 13.4 with low waste probability, infrastructure dependencies may affect remediation safety.",No action required | Continue monitoring | Re-evaluate on next assessment cycle,"Deferring remediation on this resource is expected to recover approximately $0.00 annually. Risk analysis indicates low operational risk (Safe To Remediate), with a waste score of 13.4.","The predetermined action 'ignore' follows the Planner rules engine based on resource type 'seasonal', risk level 'low', and waste score 13.4. Execution will follow the defined step sequence with verification gates.",No changes will be made; the resource remains under monitoring due to high operational risk or insufficient waste signal.
res-seasonal-020,seasonal,manual_review,medium,14.1,Manual Review Required,915.72,305.24,3662.88,65,"Resource res-seasonal-020 has a predetermined risk score of 65 (medium risk) due to: production environment, load balancer attachment, recent activity (3 days ago), identified resource owner. Although the waste score is 14.1 with low waste probability, infrastructure dependencies may affect remediation safety.",Flag resource for manual review | Notify stakeholders | Await approval decision,"Flagging this resource for manual review is expected to recover approximately $915.72 annually. Risk analysis indicates medium operational risk (Manual Review Required), with a waste score of 14.1.","The predetermined action 'manual_review' follows the Planner rules engine based on resource type 'seasonal', risk level 'medium', and waste score 14.1. Execution will follow the defined step sequence with verification gates.",Resource will be queued for stakeholder review before any infrastructure changes are executed.
